sentence_id,sentence
144,"ترامب "" رؤية جريئة من أجل السلام : "" يدرك الرئيس دونالد ج ."
145,"ترامب أن الوقت قد حان لمقاربة جديدة لتحقيق السلام والأمن والكرامة والفرص لإسرائيل والشعب الفلسطيني "" هذه الرؤية هي الخطة الأكثر جدية وواقعية وتفصيلا التي تم تقديمها على الإطلاق والتي يمكن أن تجعل الإسرائيليين والفلسطينيين والمنطقة أكثر أمانا وازدهارا "" هذه الرؤية ليست إلا الخطوة الأولى وتوفر أساسا للتقدم التاريخي باتجاه السلام "" وتأمل الولايات المتحدة أن تؤدي هذه الرؤية إلى مفاوضات مباشرة بين إسرائيل والفلسطينيين "" الأمر متروك للقادة الإسرائيليين والفلسطينيين لاتخاذ إجراءات شجاعة وجريئة لإنهاء الجمود السياسي واستئناف المفاوضات على أساس هذه الرؤية وجعل السلام الدائم والازدهار الاقتصادي أمر حقيقي وواقعي "" إذا كان لدى الفلسطينيين مخاوف بشأن هذه الرؤية ، يجب أن يطرحوها في سياق مفاوضات بنية طيبة مع الإسرائيليين ويساعدوا على إحراز تقدم للمنطقة "" تتمثل معارضة هذه الرؤية دعم للوضع الراهن اليائس الناتج عن عقود من التفكير الراكد "" الإنجاز الدبلوماسي : "" يجمع الرئيس ترامب الخصوم السياسيين الإسرائيليين لدعم رؤية مفصلة للسلام وتعزيز تطبيع العلاقات بين إسرائيل وجيرانها "" تمكن الرئيس ترامب من جعل كل من رئيس الوزراء نتنياهو وزعيم المعارضة الجنرال بيني غانتس يوافقان على القدوم إلى واشنطن ، حيث اتفقوا على استخدام هذه الرؤية كأساس للتفاوض "" توصل الرئيس ترامب للمرة الأولى في هذا النزاع إلى تفاهم مع إسرائيل في ما يتعلق بخريطة تحدد الحدود لحل الدولتين "" يجمع الرئيس ترامب الأعداء التاريخيين في المنطقة وتعمل أفعاله على تعزيز العلاقات المطبعة بين إسرائيل وجيرانها "" الاعتراف المتبادل والاستقلال : "" تقترح هذه الرؤية حل دولتين واقعيا وتوفر سبيلا قابلا للحياة نحو إقامة دولة فلسطين "" لقد وافقت إسرائيل على شروط دولة فلسطين المستقبلية "" تهدف الرؤية إلى تحقيق الاعتراف المتبادل بدولة إسرائيل كدولة للشعب اليهودي ودولة فلسطين كدولة للشعب الفلسطيني ، على أن يتمتع كافة المواطنين ضمن كل دولة بحقوق مدنية متساوية "" توفر الرؤية سبيلا للفلسطينيين لتحقيق تطلعاتهم الشرعية نحو الاستقلال والحكم الذاتي والكرامة الوطنية "" تضمن هذه الرؤية عدم اقتلاع أي فلسطيني أو إسرائيلي من منزله "" أمن إسرائيل : "" تأخذ هذه الرؤية بعين الاعتبار الحقائق على أرض الواقع وتحمي أمن إسرائيل بالكامل "" تتناول الرؤية المتطلبات الأمنية لدولة إسرائيل بالكامل ولا تطلب من إسرائيل تحمل مخاطر أمنية إضافية وتمكن إسرائيل من الدفاع عن نفسها بنفسها ضد أي تهديدات "" تتصور الرؤية قيام دولة فلسطينية منزوعة السلاح تعيش بسلام إلى جانب إسرائيل ، وتحتفظ إسرائيل بالمسؤولية الأمنية الغالبة في غرب نهر الأردن "" سيعمل الفلسطينيون مع الولايات المتحدة وإسرائيل لتحمل المزيد من المسؤولية الأمنية مع مرور الوقت ولتخفض إسرائيل من بصمتها الأمنية "" القدس والأماكن المقدسة : "" تواصل إسرائيل حماية الأماكن المقدسة مع ضمان حرية العبادة لليهود والمسيحيين والمسلمين والمؤمنين من مختلف الديانات "" يتم الحفاظ على الوضع الراهن في جبل الهيكل / المسجد الأقصى "" يتم الحفاظ على الدور المميز والتاريخي الذي يلعبه ملك الأردن في ما يتعلق بالأماكن المقدسة في القدس "" يرحب بزيارة كافة المسلمين إلى مسجد الأقصى سلميا "" دولة فلسطين في المستقبل : "" تقدم هذه الرؤية توسعا إقليميا كبيرا للفلسطينيين وتعين أرضا قابلة للمقارنة من حيث الحجم إلى الضفة الغربية وقطاع غزة بشكل معقول من أجل إقامة دولة فلسطين "" وافقت إسرائيل على تجميد الأراضي لمدة أربع سنوات بغرض ضمان إمكانية تحقيق حل الدولتين "" تبقى القدس موحدة وعاصمة لإسرائيل ."
146,"ستكون القدس عاصمة دولة فلسطين وتتضمن مناطق في القدس الشرقية "" هذه الرؤية ستعادل ضعفي حجم الأراضي التي يستخدمها الفلسطينيون حاليا "" إلى جانب الأراضي ، توفر الرؤية إمكانية استخدام المنشآت في موانئ حيفا وأشدود وإدارتها وتطوير مناطق المنتجعات في شمال البحر الميت والنشاط الزراعي المستمر في غور الأردن "" تقترح هذه الرؤية خطوط نقل حديثة وفعالة لضمان السفر ونقل البضائع السهل في مختلف أنحاء دولة فلسطين ، بما في ذلك قطاع غزة والضفة الغربية "" التطبيع : "" تنهي هذه الرؤية الوضع الراهن للاجئين وتساعد في وضع المنطقة على طريق تحولي حقيقي : طريق يتمتع بالأمن والاستقرار وفرص وفيرة للازدهار "" يحتاج الشرق الأوسط إلى شراكات إقليمية قوية لمواجهة إيران والإرهاب وتعزيز الأمن وإتاحة فرص متسارعة للاستثمار الاقتصادي والازدهار الإقليمي "" قام الرئيس ترامب بتطوير هذه الشراكات الإقليمية ومساعدة الذين كانوا أعداء على مر التاريخ على تحديد التهديدات المشتركة والفرص المفيدة للطرفين ، مما يسهل آفاق تطبيع العلاقات بين إسرائيل وجيرانها "" ستمثل هذه الرؤية منصة قوية لتحسين الديناميكيات الإقليمية وتعزيز الشراكات الإقليمية "" يعطى اللاجئون بموجب هذه الرؤية خيار العودة إلى دولة فلسطين أو الاندماج في البلدان التي يعيشون فيها حاليا أو إعادة التوطين في دولة ثالثة "" ستعمل الولايات المتحدة مع المجتمع الدولي لضمان إنشاء صندوق سخي للاجئين الفلسطينيين للمساعدة في عملية إعادة توطين اللاجئين "" الازدهار في المنطقة : عندما تقترن هذه الرؤية بالشق الاقتصادي لخطة السلام “ السلام إلى الازدهار ” ، ستطلقالعنان لطاقات هذه المنطقة التي ظلت جامدة لعقود من الزمن بسبب هذا النزاع "" تتضمن الرؤية خطة “ من السلام إلى الازدهار ” الاقتصادية الضخمة بقيمة 50 مليار دولار لتحفيز الاقتصاد الفلسطيني "" إذا تم تنفيذها بشكل صحيح ، فإن الرؤية سوف : "" تخلق أكثر من مليون وظيفة جديدة "" تحقق أكثر من ضعف الناتج المحلي الإجمالي الفلسطيني "" تخفض البطالة لأقل من 10 بالمئة وتخفض معدل الفقر إلى النصف "" البيت الأبيض "" مكتب السكرتير الصحفي "" للنشر الفوري "" 20 مارس 2018 م "" تصريحات الرئيس ترامب وولي عهد المملكة العربية السعودية الأمير محمد بن سلمان قبل الغداء "" الرئيس ترامب : "" إنه لشرف لنا أن يكون بيننا اليوم ولي عهد المملكة العربية السعودية وممثلوه الذين أعرف الكثير منهم والتقيتهم في شهر أيار / مايو ، عندما كنا هناك ، حيث قدمت المملكة العربية السعودية وعدًا بقيمة 400 مليار دولار لشراء معداتنا وأشياء أخرى "" وقد تكون العلاقة اليوم هي الأقوى على الإطلاق "" نحن نفهم بعضنا البعض "" إن المملكة العربية السعودية دولة واسعة الثراء ، وآمل أنها سوف تمنح الولايات المتحدة بعضا من هذه الثروة ، على شكل وظائف وعلى شكل شراء أجود المعدات العسكرية في أي مكان في العالم ، التي لا تدانيها أي معدات في أي مكان آخر "" وكما سبق لي وقلت ، عندما يتعلق الأمر بالصواريخ والطائرات وجميع المعدات العسكرية ، لا يوجد هنالك حتى من يدانينا في الجودة من حيث التكنولوجيا ونوعية المعدات "" والمملكة العربية السعودية تقدّر ذلك ."
147,"لقد قاموا بتجريب كل شيء "" لقد قاموا بتجريب كل شيء ، وهم يقدّرون ذلك ويفهمونه جيداً ، ربما أفضل من كثير من الآخرين "" ذلك لا يسعني إلا أن أرحب بكم "" إنه لشرف عظيم أن نستضيفك من جديد هنا "" لقد جرت بعض الأحداث المهمّة جدا بالنسبة لك منذ زيارتك الأخيرة إلى البيت الأبيض ، عندما كنت – عندما كنت وليا للعهد ."
148,"واليوم أنت أكثر من ولي العهد "" لذلك أريد أن أهنئك فقط "" أعتقد أن والدك قد اتخذ قرارًا حكيمًا جدًا "" وإنني أفتقد والدك "" رجل مميَّز "" وأنا أعلم أنه سيأتي إلى هنا قريبا "" ولكننا نفتقده بالفعل "" لقد كان لدينا يومان رائعان للغاية ، ونحن نقدّر الاستثمار في بلدنا "" وشكرا جزيلا لك "" ولي العهد الأمير بن سلمان : "" شكرا سيدي الرئيس "" إن لدينا الاعتقاد ذاته "" وإنني أعتقد بالفعل أن الفرص كانت كبيرة جدا "" ونحن نحاول أيضا معالجة الإمكانيات الجديدة لإعداد زيارة جلالة الملك في أقرب وقت ممكن ، مع ما يرافق ذلك من موجات جديدة من الفرص في شتّى المجالات "" ونعتقد أننا قادرون سويّة على القيام بكل الأشياء العظيمة "" الرئيس ترامب : "" شكرا لك "" شكرا جزيلا "" شكرا لكم جميعا "" سؤال ( غير مسموع ) إطلاق النار في المدرسة الذي وقع في وقت سابق اليوم في ولاية ميريلاند ؟ "" الرئيس ترامب : "" رهيب ، إنه أمر رهيب "" "" اليمن في خريطة المصالح الروسية "" "" "" على عکس العديد من الدول الغربية ، تحافظ روسيا على تواصلها مع جميع أطراف الحرب اليمنية ، "" فهي تعترف بالحكومة اليمنية المعترف بها دولياً ، ولكنها لا تُدين جماعة الحوثيين المسلحة ، "" وعلى صعيد متصل يؤكد دبلوماسيو الدولة الروسية ، دعمهم ليمن موحدة ، ولكن لا مشكلة لديهم بلقاء المناصرین للانفصال من الجنوب ، "" وعلى الجانب الآخر ، ترفض موسكو اتهامات السعودية لإيران بتسليحها جماعة الحوثيين ، "" "" دون أن يؤثّر ذلك على مساعيها لكسب ود شيوخ الخليج في نفس الوقت ، وترسيخ الشراكات الاقتصادية والدفاعية مع السعودية والإمارات ، حليفة السعودية الأولى في حرب اليمن ."
149," "" "" تعكس هذه المقاربة الروسية نقلة برغماتية تأخذ بروسيا بعيداً عن الاستراتيجيات التي توجهها الأيديولوجيا ، حيث كانت تلك إحدى السمات التي عُرِفت بها في الحقبة السوفيتية ، وكانت تحديداً ما رسم ملامح علاقتها مع اليمن ، "" فما كان في الماضي توجهات تقودها المطامح الشيوعية بات اليوم محكوما بالواقع السياسي والانتهازية السياسية تحت رئاسة فلاديمير بوتين ، "" كما أن الصعود الروسي الجديد كان إقراراً بأن الانسحاب من المنطقة في أعقاب الحقبة السوفيتية ، ترك روسيا في موقع يصعب منه حماية مصالحها الاستراتيجية والاقتصادية المتوارثة مع اندلاع الاحتجاجات الشعبية وزعزعة الربيع العربي عام 2011 لأسس التوازنات الجيوسياسية في الشرق الأوسط وشمال أفريقيا ، "" "" واليوم تسعى روسيا لتقديم نفسها كوسيط دولي قوي بالتعامل مع جميع الأطراف اليمنية الداخلية والإقليمية ."
150," "" "" لا زالت هذه الإحلام الروسية تواجه بعض التحديات ، "" "" "" فالسعودية ، الجهة الأبرز في الحرب اليمنية ، قد تجاهلت حتى الآن عروض روسيا بالدخول كوسيط في الحرب اليمنية ، "" "" "" "" ومن الواضح أن المملكة ، أسوةً بحليفتها الولايات المتحدة الأمريكية ، لا تزال متوجسة من علاقات روسيا الوثيقة والقديمة مع إيران ، "" "" في حين تبقى الأمم المتحدة إحدى الأدوات التي تحاول روسيا توظيفها لتحقيق مآربها الاستراتيجية في اليمن ، ولو أن روسيا قد عبرت عن امتعاضها مما ترى أنها جهود أمريكية خارج إطار الأمم المتحدة تسعى من خلالها لصياغة حل للیمن يتماشى مع المصالح الاستراتيجية الأمريكية ."
151," يمكن أن تمثّل الجهود الروسية ، في حال آتت ثمارها ، مكسباً اقتصادياً ، فضلاً عن الانتصار الجيوسياسي الذي يبقى في النهاية الغاية الأهم في نظر موسكو ، "" فإذا ما كان للدولة الروسية أن تنسب الفضل لنفسها في جلب السلام إلى اليمن ، تستطيع موسكو أن تستعيد شيئاً من نفوذها في أحد خطوط الشحن الرئيسية الذي يمر بالشرق الأوسط والقرن الأفريقي ، "" "" وبالنظر إلى استراتيجية روسيا في اليمن في سياق سياساتها الخارجية الأعم في منطقة شبه الجزيرة العربية والشرق الأوسط وشمال أفريقيا ، يمكن توضيح ما تستطيع روسيا تقديمه وما تستطيع الظفر به ."
152," "" "" "" علاقة اليمن التاريخية مع موسكو "" "" "" "" فرصة على جبهات الحرب الباردة "" "" "" تعود جذور العلاقات اليمنية - الروسية في العصر الحديث إلى عام 1928 بتوقيع اتفاقية صداقة وتعاون بين المملكة المتوكلية ، التي أقامت أسسها ذاك الوقت في شمال اليمن ، وبين الاتحاد السوفيتي ، "" "" ، وقد استغرقت العلاقات بين الطرفين ثلاثة عقود ، قبل أن تثمر عن افتتاح موسكو لبعثتها الدبلوماسية في تعز ، تخللها إرسال أول شحنة أسلحة روسية عام 1956 ."
153," "" "" "" "" اشتملت مشاريع التنمية الاقتصادية التي نفذها الاتحاد السوفيتي في ذلك الوقت على بناء ميناء مياه عميقة للأغراض التجارية على سواحل البحر الأحمر ( ميناء الحديدة ) ، "" "" وعندما سقطت الملكية في شمال اليمن وأعلن قيام النظام الجمهوري نهاية عام 1962 ، اتجه الاتحاد السوفيتي إلى إقامة علاقة دبلوماسية كاملة الأركان مع النظام الجمهوري الذي حل مكانها في شمال اليمن ، "" وافتتحت موسكو سفارة لها في صنعاء ، وعين كل بلد سفيراً له في البلد الآخر ، "" "" واستمرت جهود موسكو ، سواء في الحقبة المتوكلية أو الحقبة الجمهورية ، بالمساهمة في مشاريع حيوية في قطاعات الصحة والتعليم والبنية التحتية على مدار ستينات القرن الماضي في شمال اليمن ."
154,"[ 1 ] "" "" "" بحلول عام 1967 ، كانت موسكو في الموقع المثالي للعب دور الأخ الأكبر للحكومة الجديدة في جنوب اليمن التي تشاركها ميولها الماركسية مع انسحاب بريطانيا من جنوب البلاد بعد استعمار دام لما يزيد عن القرن ."
155," وبالفعل أبرم الطرفان اتفاقيات أعطت الاتحاد السوفيتي الحق بوضع سفنه الحربية في عدن بالقرب من سقطرى ، وهو ما كانت خطوةً استراتيجيةً سمحت لموسكو بتأمين مواقعها ومنحتها منصةً لتوسعة دائرة نفوذها في قرن أفريقيا ."
156," "" صارت السفارة السوفيتية في جنوب اليمن أكبر سفارات الاتحاد السوفيتي في منطقة الشرق الأوسط ، [ 2 ] وصار جنوب اليمن الدولة الوحيدة في العالم العربي التي يحكمها نظام ماركسي ."
157," "" "" لم تغفل موسكو أيضاً عن تقديم دعم عسكري للحكومة الجمهورية التي قامت في الشمال منذ البداية ، واشتمل ذلك على إرسال مقاتلات حربية وعدد من الطيارين الروس الذين ساهموا في إنهاء حصار صنعاء الذي فرضه الملکیون لفترة دامت 70 يوماً ."
158," "" ولكن ارتباطاتها مع الجنوب لاحقا طغت على التزاماتها مع الشمال ، وفي المقابل زاد اتكال شمال اليمن على السعودية والغرب ."
159," "" "" "" "" بنهاية الثمانينات ، في الفترة التي بدأت فيها شمس الاتحاد السوفيتي بالأفول ، كان التعاون بين موسكو وصنعاء شبه معدوم ، "" "" في حين استمر الجنوب بالاستفادة من الدعم السوفيتي الكبير الذي تجلى في مشاريع تنموية ، وصفقات أسلحة ، وغير ذلك من أشكال المعونات الاقتصادية ، حيث شكّلت معونات موسكو المالية ما نسبته 50 % من القروض الخارجية للجنوب قبل توحد شطري اليمن عام 1990 ."
160," "" تراجع النفوذ الروسي ودخول الجيوش الغربية "" "" "" شهدت بداية التسعينات تغيرات عديدة نتيجة انهيار الاتحاد السوفيتي الذي خلفه اتحاد روسي ذو نفوذ جيوسياسي متواضع ، "" وتوحد اليمنان تحت مظلة حكومة الشمال في صنعاء لتنتهي بذلك التجربة الماركسية في العالم العربي التي مثلتها عدن ، "" لكن روسيا استطاعت أن تصون مستوى علاقاتها مع الجمهورية اليمنية الموحدة بفضل مساهماتها الكبيرة في جنوب اليمن ، "" فأعلنت أنها أعفت اليمن رسمياً من 80 % من الديون المترتبة عليها ، والتي بلغت 6 ."
161,"4 مليار دولار عام 1999 ، وتوسعت مساحة التبادل الثقافي والتعاون الاقتصادي بين موسكو وصنعاء في العقد الأول من القرن الجديد ، وبقيت صفقات الأسلحة عنصراً هاماً وحيوياً فيها ، "" كما أن حجم التجارة بين البلدين ، الذي شكلت الصادرات الروسية جزءا كبيراً منه ، وصل إلى 178 ."
162,"9 مليون دولار في 2007 ، مقارنة بـ94 ."
163,"8 مليون دولار في 2006 ."
164," ولكن نفوذ موسكو الجيوسياسي انكمش بعد انسحابها العسكري وتخليها عن قواعدها البحرية بما في ذلك قواعد عدن وسواحل سقطرى ."
165," على الجانب الآخر ، تعززت العلاقات الأمريكية - السعودية على أسس الاحتياجات النفطية وصفقات السلاح ، بالرغم من الاختلافات الشاسعة بين القيم الأيدولوجية لكلا البلدين ، منذ أن التقى الرئيس الأمريكي فرانكلن روزفلت مع الملك السعودي عبد العزيز عام 1945 ، "" اضطر الحليفان إلى التصدي لمشكلة التشدد الإسلامي بعد تعرض المناطق السكنية التابعة للقاعدة الأمريكية العسكرية لهجوم أسفر عن قتلى عام 1996 في منطقة الخبر في السعودية ، ومن ثم الهجوم الانتحاري على المدمرة الأمريكية USS Cole في عدن عام 2000 ، "" وبرزت أهمية وقوة التحالف الأمريكي - السعودي بصورة هائلة بعد هجمات القاعدة على مركز التجارة العالمي في نيويورك بتاريخ الـ11 من أيلول / سبتمبر 2001 ، حيث كفل هذا التحالف للرياض تحاشي أي ردود فعل انتقامية بالرغم من الدور الرئيسي والمهم الذي لعبه أشخاص سعوديون في تخطيط الهجوم وتمويله وتنفيذه ، "" "" وفي المقابل ، لم تواجه الولايات المتحدة الأمريكية أي مقاومة تذكر من الرياض في تعزيز وجودها العسكري في الإقليم والمضي قدماً بما عرف “ بالحرب على الإرهاب ” بالشروط والكيفية التي أرادتها واشنطن ."
166," "" "" أنشأت واشنطن قاعدة عسكرية في جيبوتي بعد فترة وجيزة من هجمات الـ11 من أيلول / سبتمبر لترسّخ بذلك نفوذها على امتداد أحد أهم الطرق البحرية – مضيق باب المندب بين جيبوتي واليمن ، "" وقد وسعت وطورت الولايات المتحدة مخيم ليمونيه بصورة كبيرة منذ ذلك الحين ، حيث يتمركز اليوم في المخيم ما يزيد عن 3 آلاف عنصر من أفراد القوات الأمريكية وحلفائها المختلفين ."
167," وكان هناك أيضاً المساعي الرامية للتصدي لانبثاق القرصنة الصومالية ، فبدأت القوى البحرية الغربية بخفر البحر الأحمر وخليج عدن والمحيط الهندي ، "" ونجحت هذه الجهود بإنهاء أزمة القراصنة الصوماليين في الفترة 2008 - 2012 ، وبقيت هناك لضمان العبور الآمن للسفن التجارية ، "" ليستحوذ الغرب ، بذلك ، على ما كان في يوم من الأيام منفذاً بحرياً هاماً للغاية للسوفييت ."
168," برر وجود تهديد القاعدة ، ومن ثم ما عرف باسم “ الدولة الإسلامية ” ، أو ( داعش ) ، تدخل أمريكا بصورة مباشرة في الشؤون اليمنية لفترة وصلت إلى عقدين ، وتخلل ذلك الكثير من الضغط الدبلوماسي وهجمات نفذتها طائرات بلا طيار ، "" "" وصحيحٌ ، في المقابل ، أن روسيا صانت بل وحتى طورت علاقاتها الاقتصادية والثقافية مع اليمن ، إلا أنها لم تعد لاعباً جيوسياسياً فيها ."
169," "" "" "" روسيا تتبنى استراتيجية جديدة "" "" "" لم تكن موسكو هي الوحيدة التي تفاجأت بحدة موجات الربيع العربي عام 2011 ، "" فالاحتجاجات الشعبية قد نقضت أسس المعادلات الجيوسياسية في كثير من البلدان وأسقطت أنظمة أوتوقراطية استحوذت على مقاليد الحكم منذ الحقبة السوفيتية ، "" فقد انهار حلفاء موسكو القدماء ، في حين يصارع من تبقى منهم في سوريا واليمن ومصر وليبيا للبقاء في السلطة ، "" "" وفي ظل ذلك ، كان لا بد من بلورة استراتيجية جديدة للتعامل مع هذا الواقع السياسي المتغير ، استراتيجية ، في حال آتت ثمارها ، لها أن تهدي موسكو ما يكفي من نفوذها العالمي القديم لتستطيع إعادة فرض تأثيرها في هذه الحقبة الجديدة ."
170," "" "" تتسم مقاربة روسيا اليوم بالبراغماتية والانتهازية ، والتركيز أولاً وقبل كل شيء على المصالح الاستراتيجية طويلة المدى ، "" ومنها الاتفاقيات الاقتصادية والعسكرية التي أبرمتها في السنوات الأخيرة ، والتي تعزز أهدافها الجيوسياسية ، "" "" فتبرم روسيا اليوم شراكات مختلفة ، في قطاعات متنوعة مثل الطاقة والتصنيع والزراعة والأسلحة وغيرها ، مع دول واقعة على امتداد الطرق التجارية عبر البحر الأبيض المتوسط والبحر الأحمر مررواً أيضاً بالمحيط الهندي ، وكثيرٌ من هذه الدول تُعد من حلفاء للولايات المتحدة الأمريكية ، أو تأثرت بتوسع النفوذ الأمريكي في أعقاب سقوط الاتحاد السوفيتي ."
171," "" "" لقد نأت روسيا بنفسها عن سياسات المعسكر الواحد لصالح مقاربة أكثر توازناً في سياق شركائها الإقليميين ، فصحيحٌ بأنها وفيةٌ بالتزاماتها مع إيران حليفها التقليدي في سوريا ، على سبيل المثال ، ولكن هذا لا يثنيها عن محاولة موازنة هذه الميول بعرض خدماتها على السعودية أو الإمارات ، "" "" واليمن ، أحد نقاط المحيط الهندي على أهم المنافذ البحرية في العالم ، ما هي إلا محور آخر تحرص موسكو على وضع قدم لها فيه ."
172," "" "" "" البداية مع الأصدقاء القدامى "" "" "" شكل التدخل العسكري الروسي في سوريا عام 2015 بداية جديدة لموسكو بعباءة صانع القرار السياسي في الشرق الأوسط ، "" فقد شنت روسيا هجمات جوية استهدفت قوى المعارضة في سوريا في أيلول / سبتمبر 2015 ، استجابةً لنداءات المساعدة العسكرية من الرئيس بشار الأسد ، الذي كان يواجه ضغطاً هائلاً على الجبهات السياسية وأيضاً على الأرض ."
173," استصلحت روسيا قاعدة حميميم في اللاذقية كمقر رئيسي لها وقت دخولها النزاع السوري بصورة فاعلة ، "" بعد أن كان مركزها عبارة عن قاعدة بحرية سوفيتية قديمة في طرطوس أبقت عليها روسيا واستعملتها بصورة زهيدة كنقطة بحرية ، "" وفي عام 2017 ، أعلنت موسكو بأنها مددت إيجار القاعدة مع تحديث مرافقها لتصبح قاعدة دائمة بسعة تصل إلى 11 سفينة حربية بعد أن كانت سعتها لا تتجاوز سفينة واحدة ، "" كما حصلت موسكو ، بموجب اتفاقيتها مع دمشق ، على امتياز غير مشروط لاستخدام قاعدة حميميم الجوية ."
174," توجّه روسيا اليوم أيضاً التوجهات الدبلوماسية في الدولة السورية ، فهي تعمل على تهدئة الجبهات العسكرية ، وإعادة تأهيل الأسد على الساحة العربية ، [ 11 ] وتوسع استثماراتها في سوريا أيضاً بصفقات لإعادة بناء قطاعي النفط والغاز ."
175," في نفس الوقت الذي عملت وتعمل فيه روسيا على إرساء أسس استقرار نظام الأسد من جديد وتأمين وجودها العسكري في سوريا ، "" "" تفاوض موسكو أيضاً مصر للسماح لطائراتها العسكرية باستخدام الفضاء الجوي والقواعد المصرية ."
176,"وكان ذلك بالفعل ضمن اتفاقية التعاون العسكري بين روسيا ومصر الذي تم الإعلان عنها عام 2017 ، حيث منحت الاتفاقية روسيا حق استخدام الفضاء الجوي والقواعد المصرية لمدة خمس سنوات ، "" "" "" وفي المقابل وقعت شركات روسية اتفاقات لبناء أول مفاعل نووي مصري والتكفل بتوفير الوقود لهذا المشروع ، وهي أيضاً خطوة أخرى في مساعي روسيا لتعزيز مصالحها في قطاع الطاقة في منطقة شمال أفريقيا ."
177,"يُضاف إلى ذلك موافقة القاهرة على بناء منطقة صناعية روسية في بور سعيد على طول قناة السويس ، سيتم فيها تصنيع آلات زراعية وغيرها من المنتجات للأسواق الأفريقية والأوروبية ، وأيضاً أسواق الشرق الأوسط ."
178," ويُتوقّع انتقال 20 شركة إلى هناك بحلول العام 2023 ، بحيث تنتج هذه الشركة ما تصل قيمته إلى 3 ."
179,"6 مليار دولار من البضائع سنوياً بحلول عام 2026 ، إذ تشير التكهنات إلى وصول حجم الاستثمار إلى 7 مليار دولار في المراحل المتقدمة من المشروع ."
180," تجمع مصر وروسيا أيضاً مصالح مشتركة في الحرب الأهلية الدائرة على حدود مصر الغربية في ليبيا ، "" فكلا البلدين ، ومعهما أيضاً الإمارات ، يدعمان زعيم الميليشيات الليبية خليفة حفتر الذي أحكمت قواته سيطرتها على شرق ليبيا بالرغم من أن موقف موسكو الرسمي هو الحياد ، بل إنها لا تزال تملك علاقات على مستوى رفيع مع الحكومة المدعومة من الأمم المتحدة في طرابلس ."
181," وما يهم روسيا في تلك الحرب هو عقود الطاقة طويلة الأمد التي تقوم روسيا حالياً بالتفاوض عليها مع المؤسسة الوطنية للنفط في طرابلس ، إضافةً إلى فرصة بناء قواعد عسكرية على امتداد البحر الأبيض المتوسط ."
182," تؤكد عدد متزايد من التقارير أن فرقاً روسية عسكرية تقوم بتدريب قوات حفتر ، بل وشاركت أيضاً في بعض العمليات ."
183," وتم أيضاً رصد طائرات عسكرية روسية في حقل عسكري ليبي في منطقة تحت سيطرة حفتر كانت الإمارات قد استخدمتها عام 2016 ."
184," تستمر مساعي موسكو في ترسيخ مصالحها في شمال أفريقيا ، مع عملها على التوصل إلى اتفاقية لبناء قاعدة في السودان بعد أن نجح البلدان في التوصل إلى تفاهم في شهر كانون الثاني / يناير الماضي حول زيارة موانئ بحرية ."
185," الجهود الرامية لبناء قواعد عسكرية ليست بالأمر الجديد على هذه المنطقة ، فقد بدأ التنافس على بناء قواعد عسكرية في مكان قريب ، على طول خط مضيق باب المندب ، بعد التخلص من تهديد القرصنة ، "" وفي جيبوتي وحدها ، أنشأت إسبانيا وألمانيا مرافق لهما في قواعد فرنسية ، "" وهناك اليابان التي ساهمت في عمليات مكافحة القرصنة من مخيم ليمونيه ، حيث أنشأت طوكيو أول قاعدة دائمة لها وراء البحار منذ الحرب العالمية الثانية عام 2011 على موقع مجاور للقاعدة الأمريكية ، "" وأنشأت إيطاليا أيضاً قاعدة لها عام 2013 ، ومثلها الصين التي أنشأت قاعدتها مؤخراً عام 2017 ."
186," أفادت بعض التقارير أن جيبوتي رفضت طلباً روسياً عام 2016 لتأجيرها قطعة من الأرض لبناء قاعدتها عليها ."
187," ولكن روسيا وقعت اتفاقية اقتصادية استراتيجية مع أرتيريا في أيلول / سبتمبر 2018 لإنشاء مركز لوجستي في الميناء الواقع جنوبي أرتيريا ، ومن المفترض أن تمكن هذه الاتفاقية السفن العسكرية الروسية من استخدام الميناء كجزء من اتفاقيات تعاون في التنقيب والزراعة والتعليم ."
188," "" كسب ود اللاعبين الإقليميين "" "" "" شدد وزير الخارجية الروسي في أكثر من بيان رسمي ، على أن السبيل الوحيد للسلام في اليمن سيكون عبر الحوار مع الأطراف الأساسية في النزاع ، وذلك بعد اكتساب موسكو شيئاً من الزخم بفضل انتصاراتها العسكرية والدبلوماسية في سوريا ، مؤكداً في نفس الوقت استعداد موسكو لتمهيد الطريق لمحادثات في هذا السياق ."
189," ولكن ذلك يستلزم موافقة من السعودية المتوجسة من علاقة روسيا مع إيران ، والتي تميل أكثر إلى التماشي مع مواقف الولايات المتحدة الأمريكية ، "" "" ولم تستجب الرياض حتى الآن لعروض الوساطة الروسية المتكررة ."
